# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-1940"			
"# Timestamp: Mon, 08-Jan-2024 16:00:09"			
Gene ID	Gene Name	NMIBC' vs 'normal' .foldChange	NMIBC' vs 'normal'.pValue
ENSG00000240898	ENSG00000240898	0.3	0.655587327
ENSG00000240922	LSAMP-AS1	0.5	0.566533675
ENSG00000240950	ENSG00000240950	-0.5	0.433054728
ENSG00000240972	MIF	-0.7	0.206969881
ENSG00000240983	ENSG00000240983	-0.5	0.583661142
ENSG00000240996	ENSG00000240996	1.1	0.178014771
ENSG00000241007	SEPTIN7P6	0.2	0.458081069
ENSG00000241014	GPR199P	0.3	0.712521732
ENSG00000241015	TPM3P9	0.1	0.836310344
ENSG00000241030	RPL29P24	0.8	0.242687768
ENSG00000241057	ENSG00000241057	1	0.150184107
ENSG00000241058	NSUN6	0.8	0.004975685
ENSG00000241061	RPL5P1	-0.3	0.64631485
ENSG00000241084	ENSG00000241084	-0.4	0.643377096
ENSG00000241095	CYP51A1P1	0.4	0.453772547
ENSG00000241106	HLA-DOB	1.7	8.39E-04
ENSG00000241111	PRICKLE2-AS1	0.1	0.960292032
ENSG00000241127	YAE1	-0.1	0.497824875
ENSG00000241135	LINC00881	-0.5	0.503196584
ENSG00000241158	ADAMTS9-AS1	0.3	0.640990638
ENSG00000241163	LINC00877	1.4	0.015523371
ENSG00000241170	ENSG00000241170	0.9	0.009310583
ENSG00000241185	ENSG00000241185	0.9	0.27127193
ENSG00000241186	TDGF1	1.5	0.004091318
ENSG00000241211	IQCJ-SCHIP1-AS1	0.2	0.807539837
ENSG00000241213	LINC02024	-0.3	0.771590537
ENSG00000241217	RN7SL809P	0.6	0.481461304
ENSG00000241218	CSP2	0.6	0.06223586
ENSG00000241231	ENSG00000241231	-0.7	0.376077031
ENSG00000241233	KRTAP5-8	-0.9	0.264586301
ENSG00000241255	ENSG00000241255	1.5	0.050820639
ENSG00000241258	CRCP	-0.3	0.062126602
ENSG00000241269	ENSG00000241269	1.3	0.037976268
ENSG00000241278	ENPP7P4	-0.8	0.027909928
ENSG00000241282	RPL34P33	-0.7	0.468156425
ENSG00000241288	LINC02614	0.2	0.707745829
ENSG00000241293	PPATP1	0.6	0.521681586
ENSG00000241307	ENSG00000241307	-0.5	0.527074553
ENSG00000241316	SUCLG2-AS1	0.8	0.177258155
ENSG00000241322	CDRT1	0.8	0.390622348
ENSG00000241343	RPL36A	0.1	0.817457706
ENSG00000241345	ENSG00000241345	1.3	0.028512335
ENSG00000241346	SNRPCP11	1	0.242096076
ENSG00000241360	PDXP	-0.5	0.586259641
ENSG00000241362	RPL36AP43	1.1	0.143472554
ENSG00000241370	RPP21	0.1	0.728796887
ENSG00000241395	RN7SL344P	-0.4	0.700909086
ENSG00000241399	CD302	1	0.045572495
ENSG00000241400	ENSG00000241400	0.6	0.497578455
ENSG00000241404	EGFL8	0.6	0.08607937
ENSG00000241416	KRT8P13	2	1.31E-04
ENSG00000241429	EEF1A1P25	-0.6	0.495440497
ENSG00000241439	ENSG00000241439	0.4	0.688871761
ENSG00000241462	ENSG00000241462	-1.4	0.088919232
ENSG00000241464	RPL39P38	0.7	0.38454819
ENSG00000241468	ATP5MF	-0.5	0.001064297
ENSG00000241472	PTPRG-AS1	0.5	0.31072146
ENSG00000241484	ARHGAP8	0.1	0.893498098
ENSG00000241489	ENSG00000241489	-0.8	0.203055277
ENSG00000241493	ENSG00000241493	0.6	0.481243826
ENSG00000241494	ENSG00000241494	1.4	0.077555721
ENSG00000241506	PSMC1P1	-0.2	0.76624108
ENSG00000241511	RPS15AP24	2.1	2.67E-07
ENSG00000241520	ENSG00000241520	1.2	0.110737402
ENSG00000241527	CA15P1	0.8	0.352101987
ENSG00000241529	RN7SL767P	0.5	0.562092858
ENSG00000241547	ACTG1P20	-0.1	0.893548807
ENSG00000241549	GUSBP2	1.2	0.08352455
ENSG00000241553	ARPC4	-0.4	0.001989015
ENSG00000241563	CORT	-1	0.078033254
ENSG00000241568	RN7SL338P	0.3	0.762315293
ENSG00000241570	PAQR9-AS1	-0.7	0.072621366
ENSG00000241612	ENSG00000241612	1.8	0.022083828
ENSG00000241622	RARRES2P1	-0.3	0.724884267
ENSG00000241627	UBQLN4P1	-0.1	0.784789449
ENSG00000241634	ENSG00000241634	-1	0.210535955
ENSG00000241641	RPS23P6	2	4.72E-04
ENSG00000241644	INMT	0.2	0.841102818
ENSG00000241666	ENSG00000241666	0.9	0.098747484
ENSG00000241678	ENSG00000241678	-0.5	0.56778165
ENSG00000241679	ENSG00000241679	-0.6	0.376932223
ENSG00000241685	ARPC1A	-0.3	0.280998714
ENSG00000241693	RN7SL704P	1.2	0.132572706
ENSG00000241697	TMEFF1	-0.1	0.906259734
ENSG00000241717	VWFP1	0.5	0.547556975
ENSG00000241720	ENSG00000241720	-0.8	0.174221853
ENSG00000241738	ZNF90P1	0.3	0.726900799
ENSG00000241741	RPL7AP30	0.6	0.340110679
ENSG00000241764	ENSG00000241764	0.7	0.032425797
ENSG00000241765	RPS26P45	2	0.00579485
ENSG00000241767	LINC01324	0.5	0.418022239
ENSG00000241769	LINC00893	0.1	0.82456247
ENSG00000241772	ENSG00000241772	0.7	0.416029884
ENSG00000241782	ENSG00000241782	1.5	0.030164612
ENSG00000241829	RPL21P54	0.8	0.347416742
ENSG00000241837	ATP5PO	-0.7	8.95E-06
ENSG00000241839	PLEKHO2	0.9	0.053469951
ENSG00000241852	C8orf58	0.4	0.142614762
ENSG00000241859	ANOS2P	-0.1	0.904557279
ENSG00000241860	ENSG00000241860	0.2	0.832895386
ENSG00000241878	PISD	-0.6	0.057989519
ENSG00000241886	ENSG00000241886	0.2	0.880380422
ENSG00000241889	ENSG00000241889	0.4	0.652098005
ENSG00000241907	RPS20P4	0.1	0.890214887
ENSG00000241926	MTCO1P55	0.6	0.488254108
ENSG00000241935	HOGA1	1.3	5.69E-04
ENSG00000241941	RPL32P26	0.5	0.547376246
ENSG00000241945	PWP2	-0.4	0.640483045
ENSG00000241954	ENSG00000241954	0.3	0.75493701
ENSG00000241956	ENSG00000241956	-0.1	0.902628104
ENSG00000241962	ENSG00000241962	0.2	0.853762322
ENSG00000241973	PI4KA	-1	0.06323202
ENSG00000241975	ELOCP19	0.7	0.408161
ENSG00000241984	RPL7AP2	-0.8	0.353557144
ENSG00000241990	PRR34-AS1	0.3	0.242727652
ENSG00000242028	HYPK	0.3	0.469427847
ENSG00000242048	ENSG00000242048	-0.5	0.568290004
ENSG00000242060	RPS3AP49	0.5	0.568986006
ENSG00000242071	RPL7AP6	0.2	0.58902561
ENSG00000242082	SLC5A4-AS1	-1.1	0.088913825
ENSG00000242085	RPS20P33	0.6	0.302031027
ENSG00000242086	MUC20-OT1	0.1	0.799006706
ENSG00000242088	ENSG00000242088	-1.3	0.080559896
ENSG00000242100	RPL9P32	0.6	0.498302196
ENSG00000242110	AMACR	-0.4	0.231993096
ENSG00000242125	SNHG3	0.5	0.002546115
ENSG00000242142	SERBP1P3	1.7	0.015454464
ENSG00000242170	RN7SL329P	2.3	0.00273585
ENSG00000242173	ARHGDIG	-0.9	0.015149608
ENSG00000242193	CRYZL2P	0.5	0.040552288
ENSG00000242220	TCP10L	0.2	0.614998279
ENSG00000242221	PSG2	0.7	0.392181883
ENSG00000242229	RPS3AP14	-1.2	0.12970213
ENSG00000242242	NECTIN3-AS1	-1	0.035221544
ENSG00000242247	ARFGAP3	0.4	0.070753383
ENSG00000242252	BGLAP	1.3	0.0116673
ENSG00000242258	LINC00996	-0.6	0.516526259
ENSG00000242265	PEG10	-0.1	0.688443983
ENSG00000242267	SKINT1L	1.5	0.032006414
ENSG00000242268	LINC02082	0.5	0.560130551
ENSG00000242282	ENSG00000242282	0.3	0.584636045
ENSG00000242294	STAG3L5P	-0.3	0.417048336
ENSG00000242299	ENSG00000242299	0.6	0.050485574
ENSG00000242353	RPL12P30	-0.2	0.829084638
ENSG00000242372	EIF6	-0.5	0.134142512
ENSG00000242375	ENSG00000242375	0.2	0.831130608
ENSG00000242385	LINC00901	0.3	0.760404937
ENSG00000242405	ENSG00000242405	0.7	0.407375451
ENSG00000242412	DBIL5P2	-0.4	0.599998214
ENSG00000242419	PCDHGC4	-0.8	0.130548312
ENSG00000242428	CFAP20DC-AS1	-1.1	0.026189719
ENSG00000242439	ENSG00000242439	0.6	0.513766045
ENSG00000242474	ENSG00000242474	0.8	0.239003428
ENSG00000242477	ENSG00000242477	-0.7	0.18249376
ENSG00000242485	MRPL20	-0.5	0.039681098
ENSG00000242498	ARPIN	0.6	2.25E-04
ENSG00000242516	LINC00960	-0.2	0.782156382
ENSG00000242551	POU5F1P6	1.5	0.005803977
ENSG00000242574	HLA-DMB	1.3	0.009442501
ENSG00000242588	ENSG00000242588	-0.2	0.729399293
ENSG00000242593	ENSG00000242593	0.3	0.64989935
ENSG00000242598	MED28P8	1	0.070330157
ENSG00000242607	RPS3AP34	-0.2	0.784789449
ENSG00000242612	DECR2	-0.4	0.081760158
ENSG00000242613	ENSG00000242613	0.6	0.392192179
ENSG00000242615	ENSG00000242615	-0.1	0.905120279
ENSG00000242616	GNG10	-0.4	0.634356776
ENSG00000242622	ENSG00000242622	0.8	0.105129915
ENSG00000242628	ENSG00000242628	0.1	0.865893511
ENSG00000242661	RPS3AP43	-0.5	0.571852751
ENSG00000242689	CNTF	1	0.111677078
ENSG00000242696	RN7SL40P	0.2	0.783541787
ENSG00000242715	CCDC169	-1.9	9.24E-06
ENSG00000242732	RTL5	-0.5	6.90E-05
ENSG00000242759	LINC00882	-0.2	0.510362646
ENSG00000242768	ENSG00000242768	-1.2	0.111457361
ENSG00000242779	ZNF702P	-1	0.014540205
ENSG00000242791	ENSG00000242791	0.2	0.822668492
ENSG00000242797	GLYCTK-AS1	0.9	0.306948689
ENSG00000242798	ENSG00000242798	-0.4	0.559308412
ENSG00000242808	SOX2-OT	1.3	0.010788601
ENSG00000242818	RN7SL846P	0.7	0.399758304
ENSG00000242852	ZNF709	-0.3	0.61671007
ENSG00000242860	RN7SL180P	0.7	0.422522813
ENSG00000242861	ENSG00000242861	1.7	1.50E-05
ENSG00000242866	STRC	-0.7	0.085431576
ENSG00000242876	RN7SL812P	-0.9	0.234375582
ENSG00000242882	RPL5P11	-0.1	0.948220489
ENSG00000242889	RN7SL449P	-0.1	0.909838338
ENSG00000242950	ERVW-1	0.1	0.879231047
ENSG00000242951	ENSG00000242951	0.6	0.464153414
ENSG00000242960	FTH1P23	1	0.033678626
ENSG00000242971	RN7SL233P	1	0.228387945
ENSG00000242992	FTH1P4	0.2	0.865693946
ENSG00000243004	ENSG00000243004	-1.2	0.085722471
ENSG00000243024	ENSG00000243024	1	0.001505999
ENSG00000243053	RPL31P58	0.4	0.695375599
ENSG00000243055	GK-AS1	-0.5	0.568822573
ENSG00000243056	EIF4EBP3	0.3	0.652194637
ENSG00000243064	ABCC13	1.4	0.048090743
ENSG00000243069	ARHGEF26-AS1	1.2	0.012621767
ENSG00000243071	ENSG00000243071	1.2	0.157006797
ENSG00000243083	LINC00870	1	0.054820104
ENSG00000243094	RPL32P2	-0.7	0.457025178
ENSG00000243101	RPS3P7	1.1	0.177027531
ENSG00000243104	MTND4LP14	0.9	0.310084671
ENSG00000243107	ENSG00000243107	-0.5	0.399758304
ENSG00000243116	ENSG00000243116	-0.7	0.391219454
ENSG00000243141	RPL23AP66	0.2	0.782570126
ENSG00000243147	MRPL33	-0.4	0.102570364
ENSG00000243155	ENSG00000243155	-0.1	0.889261569
ENSG00000243175	RPSAP36	0.4	0.62250827
ENSG00000243176	ENSG00000243176	-0.5	0.407574417
ENSG00000243181	ENSG00000243181	0.7	0.30851065
ENSG00000243193	PRKAR2B-AS1	1.4	0.068799646
ENSG00000243197	TUSC7	0.2	0.849194981
ENSG00000243199	ENSG00000243199	-0.1	0.806872102
ENSG00000243224	ENSG00000243224	0.6	0.510447372
ENSG00000243232	PCDHAC2	-1	0.136650982
ENSG00000243234	ENSG00000243234	0.8	0.344951201
ENSG00000243244	STON1	0.6	0.043446407
ENSG00000243279	PRAF2	-0.4	0.243496111
ENSG00000243289	AGAP13P	-0.2	0.813090328
ENSG00000243302	ENSG00000243302	0.6	0.128965273
ENSG00000243304	ENSG00000243304	-1.1	0.169452466
ENSG00000243317	STMP1	0.8	0.005882704
ENSG00000243319	FGF14-IT1	-0.8	0.047182859
ENSG00000243321	LINC01998	0.3	0.793315355
ENSG00000243323	PTPRVP	1.4	0.002288451
ENSG00000243335	KCTD7	0.4	0.018372539
ENSG00000243364	EFNA4	1.7	4.27E-05
ENSG00000243365	RN7SL278P	1	0.235401894
ENSG00000243368	MCCC1-AS1	0.5	0.408283288
ENSG00000243384	ENSG00000243384	1.6	0.023645343
ENSG00000243389	ENSG00000243389	0.8	0.233332185
ENSG00000243404	RPL35AP32	-0.6	0.534673245
ENSG00000243406	MRPS31P5	0.3	0.646674744
ENSG00000243417	RPS3AP18	-0.4	0.692654308
ENSG00000243422	RPL23AP49	-0.6	0.167894119
ENSG00000243423	ENSG00000243423	0.9	0.312319283
ENSG00000243429	OR7E29P	0.3	0.771311057
ENSG00000243431	RPL5P30	0.7	0.206017088
ENSG00000243433	ENSG00000243433	-0.3	0.727426566
ENSG00000243444	ENSG00000243444	0.6	0.040224221
ENSG00000243445	ENSG00000243445	0.9	0.206736068
ENSG00000243449	C4orf48	-0.5	0.2427043
ENSG00000243477	NAA80	-1.1	1.90E-11
ENSG00000243480	AMY2A	-1.8	0.013621716
ENSG00000243491	ENSG00000243491	-0.8	0.243496111
ENSG00000243495	GMFBP1	0.3	0.761227484
ENSG00000243517	ENSG00000243517	1.1	0.139969357
ENSG00000243548	RN7SL101P	1.3	0.104205449
ENSG00000243566	UPK3B	-0.7	0.35998464
ENSG00000243620	ENSG00000243620	1.2	0.149169765
ENSG00000243642	RN7SL526P	1.3	0.078012579
ENSG00000243646	IL10RB	0.1	0.882873506
ENSG00000243649	CFB	1	0.063302858
ENSG00000243658	MTND5P16	0.6	0.345080349
ENSG00000243659	ENSG00000243659	-0.5	0.323402909
ENSG00000243660	ZNF487	0.2	0.530402572
ENSG00000243667	WDR92	-0.6	0.009218479
ENSG00000243678	NME2	-0.2	0.650093405
ENSG00000243679	ENSG00000243679	0.6	0.082663561
ENSG00000243680	RPL37P23	1.2	0.009083628
ENSG00000243696	ENSG00000243696	0.4	0.380200828
ENSG00000243697	ENSG00000243697	0.1	0.950568363
ENSG00000243701	DUBR	0.2	0.742100797
ENSG00000243704	RN7SL105P	-0.4	0.654521764
ENSG00000243708	PLA2G4B	-0.3	0.548966953
ENSG00000243709	LEFTY1	-0.4	0.626765061
ENSG00000243710	CFAP57	-1.3	8.88E-05
ENSG00000243711	RPL21P116	0.9	0.271611116
ENSG00000243716	NPIPB5	-0.1	0.893548807
ENSG00000243725	TTC4	0.3	0.398686858
ENSG00000243742	RPLP0P2	1	0.001083286
ENSG00000243746	EEF1A1P10	0.7	0.445467506
ENSG00000243753	HLA-L	-0.1	0.74155775
ENSG00000243759	ST13P15	0.2	0.65717152
ENSG00000243789	JMJD7	0.9	0.224522179
ENSG00000243795	LINC02044	0.9	0.122619286
ENSG00000243799	PEX5L-AS1	1	0.156253536
ENSG00000243802	ENSG00000243802	1.1	0.177233048
ENSG00000243806	RPL7P18	1.6	0.029989609
ENSG00000243819	RN7SL832P	0.9	0.045060799
ENSG00000243829	ENSG00000243829	0.1	0.95076559
ENSG00000243836	WDR86-AS1	0.7	0.308997207
ENSG00000243854	RN7SL67P	0.1	0.935788061
ENSG00000243859	RPL5P17	0.5	0.113407062
ENSG00000243871	RN7SL487P	1	0.220293176
ENSG00000243902	ELFN2	-0.7	0.020327585
ENSG00000243910	TUBA4B	-0.2	0.861977894
ENSG00000243914	RPL5P14	-0.7	0.406839973
ENSG00000243915	THAP12P2	-0.9	0.280548099
ENSG00000243926	TIPARP-AS1	0.7	0.270489615
ENSG00000243927	MRPS6	0.3	0.302728978
ENSG00000243943	ZNF512	-0.1	0.775353561
ENSG00000243955	GSTA1	-1.2	0.116158083
ENSG00000243960	ENSG00000243960	-0.2	0.79885671
ENSG00000243961	PARAL1	-0.4	0.557128591
ENSG00000243964	RPL23AP65	0.4	0.389493571
ENSG00000243970	PPIEL	0.3	0.243677659
ENSG00000243978	RTL9	-1.1	0.033981513
ENSG00000243989	ACY1	2.2	5.15E-06
ENSG00000244005	NFS1	-0.1	0.422671699
ENSG00000244026	FAM86DP	-0.6	0.239937117
ENSG00000244036	ENSG00000244036	0.1	0.960725484
ENSG00000244038	DDOST	-0.3	0.331582093
ENSG00000244040	IL12A-AS1	-1.1	0.021043399
ENSG00000244041	LINC01011	0.5	0.046474447
ENSG00000244045	TMEM199	-0.3	0.15057183
ENSG00000244052	RPL5P24	0.5	0.612380234
ENSG00000244053	RPL13AP2	1.4	0.023827462
ENSG00000244055	ENSG00000244055	1.3	0.025436165
ENSG00000244056	RN7SL417P	0.7	0.313844727
ENSG00000244061	ENSG00000244061	0.6	0.500302743
ENSG00000244062	ENSG00000244062	1.1	0.079353111
ENSG00000244063	ENSG00000244063	-0.1	0.908151326
ENSG00000244073	RPS4XP6	0.6	0.491494232
ENSG00000244080	RN7SL833P	0.7	0.378760638
ENSG00000244119	PDCL3P4	1	0.00181464
ENSG00000244124	ATP1B3-AS1	-0.1	0.869949075
ENSG00000244128	LINC01322	0.1	0.913231411
ENSG00000244134	RPS12P20	0.5	0.575176216
ENSG00000244137	ENSG00000244137	1.5	0.06487056
ENSG00000244151	ENSG00000244151	1.2	0.062537048
ENSG00000244153	WWP1P1	-0.2	0.683524179
ENSG00000244157	EIF4E2P2	-0.5	0.429671095
ENSG00000244161	FLNB-AS1	0.7	0.202628095
ENSG00000244184	ENSG00000244184	0.9	0.239858012
ENSG00000244187	TMEM141	-0.4	0.025110217
ENSG00000244198	ARHGEF35-AS1	1.2	0.130607189
ENSG00000244203	FOXP1-AS1	0.2	0.852415942
ENSG00000244215	LINC02016	-0.3	0.759851693
ENSG00000244219	TMEM225B	0.6	0.228724359
ENSG00000244227	LRRC77P	-0.7	0.460313252
ENSG00000244229	RPL26P35	0.6	0.474514135
ENSG00000244242	IFITM10	-0.4	0.125127782
ENSG00000244245	ENSG00000244245	0.2	0.810235491
ENSG00000244256	RN7SL130P	1.2	0.159802177
ENSG00000244274	DBNDD2	0.9	0.025612519
ENSG00000244280	ECEL1P2	-1.9	0.004720969
ENSG00000244300	GATA2-AS1	1.1	0.016138996
ENSG00000244301	AOX3P	1.5	0.04364747
ENSG00000244302	PEX5L-AS2	-0.2	0.844922624
ENSG00000244306	DUXAP10	-1	0.060479707
ENSG00000244307	RN7SL395P	0.3	0.767502571
ENSG00000244313	ENSG00000244313	0.3	0.247953425
ENSG00000244327	ENSG00000244327	-0.7	0.438951323
ENSG00000244346	ENSG00000244346	-0.2	0.81481758
ENSG00000244357	RN7SL145P	-0.7	0.460575223
ENSG00000244383	FAM3D-AS1	0.3	0.722099511
ENSG00000244384	RN7SL359P	0.8	0.338317477
ENSG00000244405	ETV5	-0.3	0.371793873
ENSG00000244411	KRTAP5-7	-1	0.049897349
ENSG00000244425	RN7SL268P	-1.3	0.06488727
ENSG00000244459	ENSG00000244459	1.4	0.075367485
ENSG00000244462	RBM12	0.4	0.04587305
ENSG00000244471	ENSG00000244471	-1.1	0.053858927
ENSG00000244476	ERVFRD-1	-1.7	0.020542914
ENSG00000244480	ENSG00000244480	0.2	0.72450662
ENSG00000244482	LILRA6	1.5	0.020426987
ENSG00000244486	SCARF2	-0.4	0.516287825
ENSG00000244490	RWDD4P1	-0.3	0.724225547
ENSG00000244509	APOBEC3C	1.2	0.005098749
ENSG00000244513	ENSG00000244513	0.5	0.405241388
ENSG00000244515	KRT18P34	-0.6	0.381642031
ENSG00000244538	ENSG00000244538	0.9	0.252213984
ENSG00000244556	ODCP	-0.4	0.667151551
ENSG00000244558	KCNK15-AS1	-0.2	0.600909795
ENSG00000244560	ENSG00000244560	0.2	0.517325615
ENSG00000244582	RPL21P120	1.5	0.071168914
ENSG00000244607	CCDC13	-0.9	0.073497601
ENSG00000244617	ASPRV1	0.5	0.01202829
ENSG00000244625	MIATNB	0.6	0.166496519
ENSG00000244627	TPTEP2	0.4	0.210900406
ENSG00000244668	SNRPCP3	-0.6	0.39839167
ENSG00000244671	RN7SL280P	0.5	0.563706674
ENSG00000244675	ENSG00000244675	-0.4	0.602136064
ENSG00000244682	FCGR2C	1.6	0.021190547
ENSG00000244687	UBE2V1	0.3	0.499972776
ENSG00000244692	RN7SL724P	0.4	0.659876317
ENSG00000244694	PTCHD4	-1.1	0.042589036
ENSG00000244699	ENSG00000244699	-2.1	0.001388377
ENSG00000244701	ENSG00000244701	0.5	0.318932369
ENSG00000244723	ASLP1	-0.1	0.95957387
ENSG00000244731	C4A	2.1	2.69E-04
ENSG00000244733	ENSG00000244733	-0.2	0.714240741
ENSG00000244734	HBB	1.8	0.026455431
ENSG00000244738	ENSG00000244738	1.6	0.031721771
ENSG00000244752	CRYBB2	-0.3	0.662242241
ENSG00000244754	N4BP2L2	0.6	0.022955986
ENSG00000244879	GABPB1-AS1	0.5	0.308339559
ENSG00000244921	MTCYBP18	0.3	0.694071771
ENSG00000244926	ALKBH3-AS1	-0.4	0.637279818
ENSG00000244932	ENSG00000244932	-0.6	0.220262607
ENSG00000244945	RUFY1-AS1	0.3	0.640990638
ENSG00000244952	ENSG00000244952	1.1	0.109160315
ENSG00000244968	LIFR-AS1	0.2	0.450829529
ENSG00000244998	ENSG00000244998	1.2	0.139703406
ENSG00000245008	ENSG00000245008	-0.3	0.75502265
ENSG00000245025	ENSG00000245025	-0.6	0.492246327
ENSG00000245059	ENSG00000245059	0.3	0.687017779
ENSG00000245060	LINC00847	0.7	8.08E-05
ENSG00000245067	IGFBP7-AS1	1.4	0.034723808
ENSG00000245080	MIR3150BHG	-0.9	0.299901609
ENSG00000245105	A2M-AS1	0.6	0.223565196
ENSG00000245146	MALINC1	0.9	0.046785546
ENSG00000245148	ARAP1-AS2	0.8	0.295466777
ENSG00000245149	RNF139-AS1	-0.1	0.837347989
ENSG00000245156	ENSG00000245156	0.9	0.097215125
ENSG00000245164	LINC00861	0.6	0.527033006
ENSG00000245213	ENSG00000245213	0.8	0.018599402
ENSG00000245248	USP2-AS1	-1.7	1.36E-04
ENSG00000245275	SAP30L-AS1	1.3	0.009855169
ENSG00000245281	ENSG00000245281	-0.6	0.205765901
ENSG00000245293	CYP2U1-AS1	1.7	0.002342783
ENSG00000245317	ENSG00000245317	0.2	0.649654099
ENSG00000245322	H2AZ1-DT	1.1	0.177675387
ENSG00000245330	ENSG00000245330	1.5	0.036999626
ENSG00000245384	CXXC4-AS1	-1	0.157963953
ENSG00000245466	ENSG00000245466	-0.8	0.3232496
ENSG00000245468	LINC02447	1.6	2.45E-04
ENSG00000245479	LINC01585	-0.4	0.630556552
ENSG00000245498	ENSG00000245498	1.1	0.001230293
ENSG00000245522	LINC02709	-0.3	0.715257663
ENSG00000245526	LINC00461	0.6	0.116566329
ENSG00000245532	NEAT1	1.7	3.83E-12
ENSG00000245534	RORA-AS1	0.7	0.31104133
ENSG00000245552	ENSG00000245552	0.6	0.110237498
ENSG00000245556	SCAMP1-AS1	0.7	0.008053361
ENSG00000245571	FAM111A-DT	0.6	0.162846502
ENSG00000245573	BDNF-AS	0.9	0.008814285
ENSG00000245614	DDX11-AS1	-0.7	0.298874521
ENSG00000245648	KLRK1-AS1	1.2	0.045974392
ENSG00000245662	LINC02211	1.2	0.132149761
ENSG00000245667	ENSG00000245667	0.8	0.243182472
ENSG00000245680	ZNF585B	0.1	0.550239885
ENSG00000245685	FRG1-DT	0.3	0.722038526
ENSG00000245694	CRNDE	0.8	0.287439347
ENSG00000245711	NADK2-AS1	-0.9	0.290847266
ENSG00000245729	LINC02226	0.4	0.618635462
ENSG00000245748	ENSG00000245748	0.3	0.775064257
ENSG00000245750	DRAIC	0.4	0.262947336
ENSG00000245812	LINC02202	0.4	0.649503299
ENSG00000245832	MIR4300HG	-0.5	0.549606077
ENSG00000245848	CEBPA	0.3	0.578781177
ENSG00000245849	RAD51-AS1	1	2.24E-04
ENSG00000245888	NSMCE1-DT	0.3	0.6552757
ENSG00000245904	ENSG00000245904	1.3	0.028191142
ENSG00000245910	SNHG6	0.6	0.036639818
ENSG00000245937	LINC01184	-0.1	0.525063599
ENSG00000245954	LINC02273	-1.1	0.188535433
ENSG00000245958	SEPTIN7P14	0.3	0.46721901
ENSG00000245970	ENSG00000245970	0.5	0.205513627
ENSG00000245975	ENSG00000245975	0.8	0.080367362
ENSG00000246022	ALDH1L1-AS2	0.5	0.188445911
ENSG00000246067	RAB30-DT	0.4	0.258342933
ENSG00000246082	NUDT16L2P	0.5	0.508959593
ENSG00000246090	ENSG00000246090	0.5	0.490098608
ENSG00000246100	LINC00900	-0.2	0.433456478
ENSG00000246115	SUPT4H1P2	-0.6	0.397215403
ENSG00000246174	KCTD21-AS1	0.2	0.709245897
ENSG00000246223	LINC01550	1.6	1.64E-04
ENSG00000246225	ENSG00000246225	1	0.24038037
ENSG00000246250	ENSG00000246250	1	0.262880475
ENSG00000246263	UBR5-AS1	0.8	0.08244895
ENSG00000246273	SBF2-AS1	-0.5	0.033343024
ENSG00000246308	ENSG00000246308	-0.3	0.486192624
ENSG00000246323	ENSG00000246323	-0.2	0.850173724
ENSG00000246331	ENSG00000246331	-1	0.196055247
ENSG00000246334	PRR7-AS1	0.1	0.86200635
ENSG00000246339	EXTL3-AS1	0.4	0.327737877
ENSG00000246363	LINC02458	-1.5	0.006831044
ENSG00000246366	LACTB2-AS1	1.2	0.086027461
ENSG00000246375	PPM1K-DT	0.8	0.080005758
ENSG00000246379	ENSG00000246379	0.1	0.878926739
ENSG00000246451	ENSG00000246451	0.2	0.459248449
ENSG00000246465	ENSG00000246465	-0.9	0.073222909
ENSG00000246477	ENSG00000246477	0.6	0.407620321
ENSG00000246523	FZD4-DT	0.5	0.283137905
ENSG00000246526	LINC02481	0.3	0.723430999
ENSG00000246528	ENSG00000246528	-0.9	0.264205379
ENSG00000246548	LINC02288	-0.7	0.39352626
ENSG00000246560	UBE2D3-AS1	0.5	0.208862643
ENSG00000246575	ENSG00000246575	0.5	0.604727399
ENSG00000246596	ENSG00000246596	-0.4	0.346687127
ENSG00000246627	CACNA1C-AS1	-0.9	0.169288031
ENSG00000246640	PICART1	-0.3	0.644551459
ENSG00000246662	LINC00535	-0.4	0.506040161
ENSG00000246695	RASSF8-AS1	0.5	0.103071403
ENSG00000246705	H2AJ	1	0.003207479
ENSG00000246731	MGC16275	1.9	2.35E-06
ENSG00000246763	RGMB-AS1	-0.2	0.795028564
ENSG00000246777	ENSG00000246777	0.3	0.655491341
ENSG00000246792	ENSG00000246792	0.3	0.694071771
ENSG00000246851	ENSG00000246851	0.6	0.376216275
ENSG00000246859	STARD4-AS1	-1.3	2.34E-04
ENSG00000246863	GPR176-DT	0.9	0.263158439
ENSG00000246877	DNM1P35	-1.1	0.029946583
ENSG00000246889	ENSG00000246889	0.3	0.521140796
ENSG00000246898	LINC00920	1.4	0.020269228
ENSG00000246922	UBAP1L	-0.2	0.293306988
ENSG00000246982	ENSG00000246982	0.4	0.426046587
ENSG00000246985	SOCS2-AS1	-1.1	0.02131234
ENSG00000247011	ENSG00000247011	1.1	0.155748966
ENSG00000247077	PGAM5	-0.7	0.011067798
ENSG00000247081	BAALC-AS1	1.6	2.40E-05
ENSG00000247092	SNHG10	0.4	0.165138951
ENSG00000247095	MIR210HG	0.3	0.53839203
